date,country,position,streams,artists,artist_genres,duration,explicit,name
2020/10/22,sa,148,13511,شيمي,khaliji,200470,False,Tholami
2015/09/17,pe,180,10906,"Villamizar, Maluma, Elvis Crespo, J.D.B","reggaeton colombiano, reggaeton, pop reggaeton, trap latino, tropical, latin pop",206655,False,"Te Viví (feat. Maluma, Elvis Crespo & J.D.B)"
2018/08/09,do,83,14524,Anuel AA,"reggaeton flow, reggaeton, trap boricua, trap latino",235000,True,Te Necesito
2018/05/10,gb,180,391982,Jason Mraz,"pop, pop rock, neo mellow, acoustic pop",242946,False,I'm Yours
2016/09/22,pe,54,52180,Calvin Harris,"pop, progressive house, electro house, house, uk dance, dance pop, edm",219159,False,My Way
2016/06/23,sk,75,3619,"Madden, 6AM","norwegian pop, tropical house",207291,False,Golden Light (feat. 6AM)
2020/05/07,fi,198,39203,"Ellie Goulding, Juice WRLD","pop, chicago rap, melodic rap, indietronica, uk pop, post-teen pop, metropopolis, electropop, dance pop, edm",186223,False,Hate Me (with Juice WRLD)
2020/11/19,es,65,538591,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka","reggaeton flow, trap boricua, trap latino, latin hip hop, reggaeton",345240,True,La Jeepeta - Remix
2018/03/29,pe,109,62578,"Selena Gomez, Marshmello","progressive electro house, pop, post-teen pop, pop dance, dance pop, brostep, edm",197993,False,Wolves
2018/06/14,mx,166,345892,"Ozuna, Bad Bunny, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kings","latin hip hop, reggaeton, puerto rican pop, slovenian pop, reggaeton flow, trap latino",279276,True,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)"
2022/05/19,global,58,11909583,Adele,"british soul, pop, pop soul, uk pop",224694,False,Easy On Me
2022/11/10,nz,37,119181,"Eliza Rose, Interplanetary Criminal","house, experimental house, breaks",226626,False,B.O.T.A. (Baddest Of Them All) - Edit
2022/05/12,id,70,586068,"Virgoun, Audy","malaysian pop, indonesian pop",313670,False,Selamat (Selamat Tinggal)
2016/03/17,tr,55,40067,"DJ Snake, Bipolar Sunshine","pop rap, gauze pop, pop, pop dance, electronic trap, dance pop, edm",220573,False,Middle
2019/06/27,co,151,52019,Bad Bunny,"trap latino, reggaeton",169247,True,Si Estuviésemos Juntos
2019/08/22,at,1,234367,"Shawn Mendes, Camila Cabello","viral pop, pop, canadian pop, uk pop, dance pop, post-teen pop",190799,False,Señorita
2016/06/30,se,57,297028,Twenty One Pilots,"modern rock, rock",202333,False,Stressed Out
2017/01/05,ee,27,7508,"Alok, Bruno Martini, Zeeba","nova mpb, electro house, slap house, brazilian edm, pop nacional",192846,False,Hear Me Now
2021/03/04,kr,195,6301,"Sam Smith, Normani","pop, urban contemporary, rap, uk pop, r&b, dance pop, post-teen pop",171029,False,Dancing With A Stranger (with Normani)
2019/01/03,cl,166,156436,Ozuna,"reggaeton, puerto rican pop, trap latino",219682,False,Unica
2015/10/01,ch,199,8243,"A$AP Rocky, Rod Stewart, Miguel, Mark Ronson","pop, mellow gold, urban contemporary, uk pop, r&b, soft rock, east coast hip hop, dance pop, hip hop, rap",260986,True,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)"
2013/07/28,pt,43,10909,"David Guetta, Akon, Ne-Yo","edm, pop, urban contemporary, pop dance, dance pop, big room",208845,False,Play Hard (feat. Ne-Yo & Akon) - New Edit
2022/08/11,gt,113,65152,Los Enanitos Verdes,"latin pop, latin alternative, mexican pop, argentine rock, ska argentino, rock en espanol, latin rock",222226,False,Lamento Boliviano
2014/04/27,lt,38,2694,The Neighbourhood,"modern alternative rock, modern rock, pop, shimmer pop",240400,False,Sweater Weather
2018/03/15,ec,176,13966,"ZAYN, Sia","australian dance, pop, australian pop, post-teen pop, dance pop, uk pop",239000,False,Dusk Till Dawn (feat. Sia) - Radio Edit
2021/12/16,vn,198,34750,Lewis Capaldi,"pop, uk pop",182160,False,Someone You Loved
2014/12/21,hn,49,2991,Becky G,"pop, reggaeton, latin pop, latin viral pop, rap latina, dance pop",206166,False,Shower
2021/03/11,cl,33,703878,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK","pop argentino, trap argentino, trap triste, latin pop, argentine hip hop, trap latino",330040,True,Además de Mí - Remix
2014/06/29,sg,6,34729,John Legend,"pop, pop soul, urban contemporary, neo soul, r&b",269560,False,All of Me
2019/12/12,vn,60,33008,Noo Phước Thịnh,v-pop,308458,False,Thuong Em La Dieu Anh Khong The Ngo
2022/06/02,hk,61,49349,Terence Lam,cantopop,275321,False,下一位前度 in Ab major
2022/07/14,at,101,47176,Doja Cat,"dance pop, pop",182906,True,Vegas (From the Original Motion Picture Soundtrack ELVIS)
2016/10/13,ie,93,26747,Coldplay,"permanent wave, pop",267866,False,A Sky Full of Stars
2019/04/04,py,75,24511,"Brytiago, Rafa Pabön","latin hip hop, reggaeton, reggaeton flow, trap latino",197872,False,La Mentira
2021/07/01,co,86,121562,Harry Styles,pop,174000,False,Watermelon Sugar
2019/07/11,it,156,309260,Guè,italian hip hop,208506,False,Bling Bling (Oro)
2015/03/15,co,13,54056,"Rihanna, Kanye West, Paul McCartney","folk rock, pop, chicago rap, urban contemporary, album rock, mellow gold, barbadian pop, rock, art rock, soft rock, dance pop, beatlesque, classic rock, rap",188238,False,FourFiveSeconds
2019/02/21,de,5,2993637,"Azet, Zuna","german hip hop, albanian hip hop",166724,True,Hallo Hallo
2022/05/12,ch,188,43865,"ATB, Topic, A7S","pop edm, trance, edm, german dance, electro house, pop dance, german trance, scandipop, tropical house, dance pop, german techno",150052,False,Your Love (9PM)
2016/05/26,nl,138,96952,Jonna Fraser,"dutch hip hop, dutch rap pop, dutch pop",170497,False,Ik Kan Je Niet Laten
2019/11/21,th,134,51898,SCRUBB,"thai indie rock, thai pop, thai indie pop",287875,False,กลัว (18th edited)
2019/11/28,do,154,11624,Paulo Londra,"trap latino, argentine hip hop, trap argentino",258638,False,Adan y Eva
2022/05/19,au,68,344564,"Megan Thee Stallion, Dua Lipa","pop, dance pop, uk pop, houston rap, trap queen, rap",201334,True,Sweetest Pie
2016/09/08,sv,31,12602,J Balvin,"reggaeton colombiano, trap latino, reggaeton",209426,False,Bobo
2020/04/16,be,109,60054,"Vitaa, Slimane","francoton, french pop",223800,False,Avant toi
2017/07/06,lu,63,3218,"Martin Garrix, Dua Lipa","pop, progressive house, uk pop, pop dance, electro house, dutch edm, dance pop, tropical house, edm",220883,False,Scared to Be Lonely
2018/04/26,pt,69,39619,"Avicii, Rita Ora","pop rap, pop, uk pop, post-teen pop, pop dance, electropop, dance pop, tropical house, edm",181812,False,Lonely Together (feat. Rita Ora)
2016/01/28,do,99,5506,Sia,"dance pop, australian dance, pop, australian pop",216120,False,Chandelier
2015/07/09,my,99,8577,Jason Mraz,"pop, pop rock, neo mellow, acoustic pop",242946,False,I'm Yours
2023/03/16,ng,12,177030,Khaid,nigerian pop,209235,False,Jolie
2015/09/03,gr,24,9640,"Fetty Wap, Remy Boyz","pop rap, southern hip hop, pop, new jersey rap, dance pop, trap, rap",196693,True,679 (feat. Remy Boyz)
2017/01/19,us,5,7291623,"The Weeknd, Daft Punk","filter house, electro, pop, canadian pop, canadian contemporary r&b",230453,True,Starboy
2019/10/24,gb,150,379768,Sam Fender,"modern rock, north east england indie",237986,False,Hypersonic Missiles
2019/07/25,ro,1,96443,"Shawn Mendes, Camila Cabello","viral pop, pop, canadian pop, uk pop, dance pop, post-teen pop",190799,False,Señorita
2017/10/05,hk,47,33838,"Clean Bandit, Zara Larsson","swedish electropop, pop, uk funky, uk pop, scandipop, swedish pop, pop dance, electropop, uk dance, dance pop, edm, tropical house, post-teen pop",212459,False,Symphony (feat. Zara Larsson)
2021/12/30,nl,131,271570,Olivia Rodrigo,pop,178146,True,good 4 u
2019/09/19,ro,88,14383,Dennis Lloyd,israeli pop,175424,False,Never Go Back
2022/04/21,ee,140,5548,"Gabry Ponte, LUM!X, Prezioso","italo dance, slap house, europop, tropical house, edm, pop dance, melbourne bounce international, eurodance",160000,False,Thunder
2015/05/14,br,21,194627,"David Guetta, Sam Martin","pop, big room, pop dance, dance pop, edm",203641,False,Dangerous (feat. Sam Martin)
2020/05/21,ar,42,463305,Harry Nach,"trap latino, urbano chileno, trap chileno",212406,True,Tak Tiki Tak
2020/02/20,cy,114,1991,Ariana Grande,"dance pop, pop",178626,True,7 rings
2016/07/28,co,122,32188,"IAmChino, Pitbull, Yandel, El Chacal","pop, dance pop, pop rap, reggaeton, cubaton, latin hip hop, miami hip hop, reggaeton flow, trap latino",252003,False,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)"
2016/03/31,my,166,13468,Bruno Mars,"dance pop, pop",213826,False,When I Was Your Man
2021/10/21,nl,158,185787,Maan,"dutch pop, nederreggae",208934,False,Niemand
2021/01/28,us,46,2722495,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","pop rap, pop, melodic rap, north carolina hip hop, trap, canadian trap, toronto rap, r&b, deep underground hip hop, canadian hip hop, new orleans rap, kentucky hip hop, hip hop, rap",227478,True,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"
2021/11/25,no,37,237531,Chris Holsten,"norwegian pop, norwegian indie",163670,False,Bare når det regner
2017/06/15,sg,111,41378,Shawn Mendes,"dance pop, viral pop, pop, canadian pop",208733,False,Mercy
2015/07/23,ie,74,16043,"Chris Brown, Tyga","pop rap, southern hip hop, pop, r&b, dance pop, trap, hip hop, rap",225226,True,Ayo
2019/08/15,hu,198,13721,Ariana Grande,"dance pop, pop",190440,True,"break up with your girlfriend, i'm bored"
2019/10/17,za,175,9990,"Zedd, Elley Duhé","pop rap, complextro, pop, alt z, post-teen pop, pop dance, electro house, tropical house, electropop, dance pop, german techno, edm",207029,False,Happy Now
2019/12/12,gr,96,20333,LEX,greek trap,244986,True,Mousiki Gia Tsoglanous
2016/04/28,ee,22,9393,"Zara Larsson, MNEK","swedish electropop, pop, scandipop, swedish pop, post-teen pop, pop dance, uk pop, electropop, uk dance, dance pop, uk contemporary r&b, tropical house, edm",213427,False,Never Forget You
2015/03/01,pa,143,1398,"David Guetta, Showtek, VASSY","classic hardstyle, progressive electro house, pop, australian dance, big room, euphoric hardstyle, pop dance, electro house, dance pop, edm",170625,False,Bad (feat. Vassy) - Radio Edit
2018/04/05,us,146,1606155,Jordan Davis,"contemporary country, country, country road",182666,False,Singles You Up
2015/09/17,do,7,18430,"Jack Ü, Skrillex, Diplo, Justin Bieber","complextro, pop, canadian pop, ninja, moombahton, tropical house, pop dance, electro house, house, dance pop, brostep, electro, edm",250285,False,Where Are Ü Now (with Justin Bieber)
2019/03/21,jp,46,116584,sakanaction,"japanese electropop, j-rock, j-poprock, j-pop, hokkaido indie",302493,False,新宝島
2022/02/24,in,15,1714518,"A.R. Rahman, Arijit Singh, Shashaa Tirupati","modern bollywood, filmi, desi pop",291462,False,Rait Zara Si
2017/06/22,lv,108,4032,Rae Sremmurd,"pop rap, mississippi hip hop, southern hip hop, melodic rap, trap, hip hop, rap",208120,True,Swang
2021/10/14,au,192,222563,Elton John,"mellow gold, piano rock, glam rock",377093,False,Tiny Dancer
2016/04/21,tw,43,45865,"Rosie Yang, 余枫",chinese electropop,247566,False,怎麼還不愛(雀躍狂愛版) 三立偶像劇[料理高校生]片尾曲
2015/05/14,ch,27,47814,"Fifth Harmony, Kid Ink","pop rap, southern hip hop, girl group, talent show, pop, rap, uk pop, dance pop, trap, hip hop, post-teen pop",224573,False,Worth It (feat. Kid Ink)
2015/04/30,ec,74,3387,"Yandel, Daddy Yankee","trap latino, reggaeton flow, latin hip hop, reggaeton",199026,False,Moviendo Caderas (feat. Daddy Yankee)
2016/08/04,bo,193,2505,Maroon 5,pop,257133,False,She Will Be Loved
2019/05/02,ee,103,5364,Tom Walker,"pop, uk pop, indie anthem-folk",174982,False,Just You and I
2020/10/08,es,69,529438,"Micro TDH, Rels B, Lenny Tavárez, Justin Quiles","spanish hip hop, reggaeton, venezuelan hip hop, urbano espanol, trap argentino, latin hip hop, reggaeton flow, trap venezolano, r&b en espanol, trap latino",207248,False,Dime Cuantas Veces (Remix) [feat. Justin Quiles]
2019/11/14,pe,173,85234,"Yahaira Plasencia, Sergio George","modern salsa, pop peruano, salsa peruana",184333,False,Y Le Dije No - Salsa
2021/01/21,ee,80,7398,"Genka, DEW8, Robin Juhkental","estonian hip hop, estonian electronic, estonian pop",168431,True,Penny
2021/07/22,za,120,25577,"JP Saxe, Julia Michaels","neo mellow, pop, canadian contemporary r&b, alt z, post-teen pop, electropop, dance pop, uk pop",208687,False,If the World Was Ending (feat. Julia Michaels)
2014/12/28,lu,21,1347,Beyoncé,"dance pop, r&b, pop",213506,False,7/11
2019/05/16,is,104,8048,"Lukku Láki, Hjortur, JóiPé, Króli","icelandic hip hop, icelandic pop",132246,False,Svarið
2020/07/30,gr,48,49662,Michalis Hatzigiannis,"cypriot pop, greek pop, laiko",201764,False,Horevo
2015/02/08,nz,185,8449,BROODS,"auckland indie, pop, etherpop, electropop, art pop, indietronica, nz pop, metropopolis, vapor soul, indie poptimism",167656,False,L.A.F
2017/06/29,ch,199,19634,Bushido,german hip hop,139893,True,Black Friday
2019/08/08,sv,18,38828,"Daddy Yankee, Wisin & Yandel","trap latino, electro latino, latin hip hop, reggaeton",241880,False,Si Supieras
2020/02/20,gb,107,527356,"Aitch, ZieZie","manchester hip hop, uk hip hop",211786,True,Buss Down (feat. ZieZie)
2022/10/27,us,160,1830185,Bad Bunny,"reggaeton, trap latino",230400,False,Después de la Playa
2019/04/25,py,72,22328,"BTS, Halsey","pop, k-pop, indie poptimism, k-pop boy group, etherpop, electropop, dance pop",229773,False,Boy With Luv (feat. Halsey)
2020/09/17,is,199,4826,Passenger,"neo mellow, folk-pop",252866,False,Let Her Go
2015/10/29,cz,68,7039,"The Chainsmokers, ROZES","pop, indie poptimism, uk pop, pop dance, electropop, dance pop, tropical house, pop edm, edm",226738,False,Roses
2021/11/11,ie,32,110527,Travis Scott,"slap house, rap",149610,True,ESCAPE PLAN
2022/01/13,my,190,53314,"""Why Dont We""","pop, boy band, australian pop, uk pop, dance pop, post-teen pop",190026,False,8 Letters
2020/10/08,ro,111,19771,"Eminem, Juice WRLD","melodic rap, chicago rap, detroit hip hop, hip hop, rap",210800,True,Godzilla (feat. Juice WRLD)
2017/08/10,ca,101,192814,"Future, Nicki Minaj","dance pop, atl hip hop, hip pop, trap, queens hip hop, hip hop, southern hip hop, rap, pop",242933,True,You Da Baddest (feat. Nicki Minaj)
2016/10/27,ee,137,2306,"Deorro, Elvis Crespo","dance pop, latin pop, progressive electro house, edm, pop dance, electro house, melbourne bounce international, tropical, melbourne bounce",137661,False,Bailar (feat. Elvis Crespo) - Radio Edit
2019/11/28,nz,172,47872,Lady Gaga,"art pop, dance pop, pop",210200,False,Always Remember Us This Way
2020/02/20,ma,72,8422,Lewis Capaldi,"pop, uk pop",182160,False,Someone You Loved
2017/05/04,de,15,1491539,"Zedd, Alessia Cara","pop rap, complextro, pop, canadian pop, canadian contemporary r&b, uk pop, post-teen pop, pop dance, electro house, tropical house, electropop, dance pop, german techno, edm",210090,False,Stay (with Alessia Cara)
2022/03/03,ni,61,14990,"Eladio Carrion, KAROL G","trap triste, trap latino, reggaeton, trap boricua, reggaeton colombiano",232560,True,No Te Deseo el Mal
2022/10/06,fi,89,63309,Costi,finnish hip hop,148661,False,Hole In One
2018/01/25,pa,134,8758,Sech,"panamanian pop, trap latino, reggaeton",216764,False,Tocó Mentir
2022/10/06,bo,66,42631,Maria Becerra,"pop argentino, latin pop",175317,False,AUTOMÁTICO
2016/02/04,cr,70,16220,Silentó,"pinoy hip hop, chicago bop",185142,False,Watch Me (Whip / Nae Nae)
2019/09/19,es,163,251921,"Wisin & Yandel, Romeo Santos","bachata, latin hip hop, reggaeton, electro latino, trap latino",226200,False,Aullando
2015/02/08,is,86,1624,Pell,underground hip hop,245773,True,Eleven:11
2020/01/16,cr,82,38427,"Farruko, Anuel AA, Kendo Kaponi","latin hip hop, reggaeton, trap boricua, reggaeton flow, trap latino",396120,False,Delincuente
2022/11/03,ph,88,553522,Ruth B.,"canadian contemporary r&b, pop, alt z, canadian pop",233720,False,Dandelions
2021/12/23,lt,60,15219,niteboi,drift phonk,174240,False,u.
2019/06/27,my,180,43219,"Joe Flizzow, Altimet, SonaOne, ALYPH","singaporean hip hop, malaysian pop, malaysian hip hop, malay rap, malaysian indie",202247,False,"Sang Saka Biru (From ""Polis Evo 2: Jaga Jaga Boh"")"
2017/06/08,lt,47,9149,MØ,"pop, danish pop, uk pop, electropop, dance pop, tropical house, edm",197494,False,Nights With You
2015/11/05,de,153,111608,Rihanna,"pop, dance pop, barbadian pop, urban contemporary",219305,True,Bitch Better Have My Money
2017/06/29,sv,136,5703,Nicky Jam,"trap latino, latin hip hop, reggaeton",197213,False,Hasta el Amanecer
2020/09/10,bg,193,4693,Lil Tecca,"pluggnb, melodic rap, rap",131240,True,Ransom
2015/03/08,tr,83,13749,Jack & Jack,"dance pop, australian pop, teen pop, post-teen pop, social media pop, pop",233333,False,Like That
2019/03/28,pt,118,35136,Blueface,"cali rap, trap",129264,True,Thotiana
2021/01/28,ph,39,514412,Lewis Capaldi,"pop, uk pop",182160,False,Someone You Loved
2015/12/31,uy,177,3587,Ricky Martin,"puerto rican pop, dance pop, mexican pop, latin pop",230346,False,Disparo al Corazón
2017/02/02,ar,126,123085,Twenty One Pilots,"modern rock, rock",214506,False,Ride
2019/07/11,us,167,1659756,Drake,"canadian pop, toronto rap, canadian hip hop, hip hop, rap",198960,True,God's Plan
2016/01/28,lt,70,3592,"Flume, kai","australian dance, downtempo, australian electropop, australian indie, edm",233337,True,Never Be Like You
2015/12/24,es,143,104069,"Dr. Bellido, K-Narias","spanish pop rock, electro latino",181115,False,La conocí bailando (feat. K-Narias) - Radio Edit
2017/08/17,pa,170,6359,"Cali Y El Dandee, Juan Magán, Sebastian Yatra","reggaeton, champeta, latin pop, electro latino, reggaeton colombiano, colombian pop",250836,False,Por Fin Te Encontré
2019/12/12,gb,78,805092,Lil Tecca,"pluggnb, melodic rap, rap",131240,True,Ransom
2020/12/03,fi,184,51885,BEHM,"finnish dance pop, finnish pop",234216,False,Apokalyptinen Häpeä
2016/06/23,bg,45,4268,"Kygo, Maty Noyes","pop, indie poptimism, indie electropop, alt z, pop dance, electropop, tropical house, edm",239465,False,Stay (feat. Maty Noyes)
2022/10/27,pe,46,313571,"J Balvin, Bad Bunny, Marciano Cantero","reggaeton, rock en espanol, trap latino, reggaeton colombiano",277106,False,UN PESO
2018/05/17,id,73,127407,"Marshmello, Khalid","pop r&b, progressive electro house, pop, pop dance, dance pop, brostep, edm",180822,False,Silence
2018/04/26,jp,76,65888,Masaharu Fukuyama,"japanese singer-songwriter, j-acoustic, j-rock, classic j-pop, j-pop",296680,False,桜坂
2015/11/05,au,22,309019,"Fetty Wap, Remy Boyz","pop rap, southern hip hop, pop, new jersey rap, dance pop, trap, rap",196693,True,679 (feat. Remy Boyz)
2021/01/28,cl,10,1329997,Bad Bunny,"reggaeton, trap latino",130013,True,TE MUDASTE
2020/04/23,id,132,268383,BTS,"k-pop, k-pop boy group",246380,False,ON
2018/01/04,ar,120,163243,"ZAYN, Sia","australian dance, pop, australian pop, post-teen pop, dance pop, uk pop",239000,False,Dusk Till Dawn (feat. Sia) - Radio Edit
2017/05/18,hk,58,30014,HANA,cantopop,207466,False,"手中沙 - 劇集 ""不懂撒嬌的女人"" 片尾曲"
2022/08/04,ch,180,40120,"Stromae, Camila Cabello","dance pop, uk pop, pop, post-teen pop, g-house, belgian pop",187072,True,Mon amour (with Camila Cabello)
2018/06/21,de,13,1748421,"Namika, Beatgees",german pop,221573,False,Je ne parle pas français - Beatgees Remix
2017/11/16,nz,94,56086,Imagine Dragons,"modern rock, rock",201240,False,Whatever It Takes
2020/10/22,za,200,14703,"Megan Thee Stallion, Beyoncé","pop, dance pop, r&b, houston rap, trap queen, rap",242000,True,Savage Remix (feat. Beyoncé)
2022/05/12,my,110,73966,Tate McRae,pop,169265,True,you broke me first
2021/08/19,gt,154,38880,"Gera MX, Rels B","rap conciencia, spanish hip hop, mexican hip hop, trap latino, r&b en espanol, urbano espanol",220300,True,Se Me Olvidó
2019/10/24,ca,121,274250,Noah Cyrus,"pop, post-teen pop",156106,False,July
2020/07/30,ca,6,1411419,"Jawsh 685, Jason Derulo","pop rap, pop, nz pop, post-teen pop, dance pop, edm",171374,True,Savage Love (Laxed - Siren Beat)
2019/07/18,fi,58,99943,Lil Tecca,"pluggnb, melodic rap, rap",131240,True,Ransom
2017/04/13,at,82,21104,"DJ Snake, Justin Bieber","pop rap, pop, canadian pop, pop dance, electronic trap, dance pop, edm",205946,False,Let Me Love You
2021/03/25,cr,159,25764,Dua Lipa,"dance pop, pop, uk pop",165506,False,We're Good
2020/08/13,cy,55,3779,Melisses,"greek pop, laiko, greek trap",216144,False,Misi Kardia
2018/12/13,jp,169,47523,"Ellie Goulding, Diplo, Swae Lee","pop, melodic rap, ninja, indietronica, moombahton, uk pop, post-teen pop, metropopolis, electro house, house, electropop, pop dance, dance pop, tropical house, trap, edm",182623,True,Close To Me (with Diplo) (feat. Swae Lee)
2022/05/19,sg,128,50659,Jay Chou,"taiwan pop, mandopop, zhongguo feng, c-pop",269746,False,晴天
2015/11/19,pa,16,11356,Ariana Grande,"dance pop, pop",211360,False,Focus
2020/12/17,my,187,49190,Imagine Dragons,"modern rock, rock",260773,False,Bad Liar
2020/11/12,nl,159,192525,"Tabitha, Milow","belgian rock, dutch pop, dutch rock, german pop, belgian pop, belgian singer-songwriter, dutch rap pop",229397,False,Best Part Of Me
2016/04/28,lt,80,3433,Drake,"canadian pop, toronto rap, canadian hip hop, hip hop, rap",267023,False,Hotline Bling
2021/02/11,ua,97,20818,FACE,"russian emo rap, kavkaz, russian hip hop, russian grime, russian trap",153256,True,СПАСАТЕЛЬНЫЙ КРУГ
2021/08/19,ie,178,39950,"P!nk, Willow Sage Hart","dance pop, show tunes, pop",138573,False,Cover Me In Sunshine
2019/02/14,gb,15,2256264,Ariana Grande,"dance pop, pop",271466,False,ghostin
2016/07/14,us,7,5407725,"The Chainsmokers, Daya","pop, alt z, uk pop, post-teen pop, pop dance, electropop, dance pop, tropical house, edm",208373,False,Don't Let Me Down
2022/08/11,sk,156,14649,"Becky Hill, Topic","pop edm, pop, pop house, uk dance, uk pop, edm, electro house, german dance, pop dance, tropical house, dance pop",148960,False,My Heart Goes (La Di Da) (feat. Topic)
2022/08/04,lt,133,10067,The Weeknd,"pop, canadian contemporary r&b, canadian pop",228373,False,Call Out My Name
2014/12/14,is,162,1403,"Drake, Majid Jordan","pop, canadian pop, canadian contemporary r&b, toronto rap, r&b, canadian hip hop, trap soul, hip hop, rap",227880,False,"Hold On, We're Going Home"
2016/01/28,do,108,5142,"Mike Posner, Seeb","pop rap, pop, norwegian pop, uk pop, pop dance, electro house, dance pop, tropical house, pop edm, edm",199226,True,I Took A Pill In Ibiza - Seeb Remix
2015/05/07,fr,138,39820,Gradur,"rap francais, pop urbaine, francoton, french hip hop",221438,True,Terrasser
2019/09/26,ro,18,33784,"Post Malone, Young Thug","pop rap, gangster rap, southern hip hop, melodic rap, dfw rap, atl trap, atl hip hop, trap, hip hop, rap",174960,True,Goodbyes (Feat. Young Thug)
2015/09/24,cz,145,3969,Mumford & Sons,"stomp and holler, uk americana, modern folk rock",220866,False,Believe
2020/08/13,pe,178,73371,"Lalo Ebratt, Manuel Turizo","trap latino, latin pop, reggaeton, colombian pop, dominican pop, reggaeton colombiano, reggaeton flow, colombian hip hop",164818,False,La Presión
2017/09/14,do,3,66128,"J Balvin, Willy William","reggaeton colombiano, reggaeton, trap latino, francoton",189440,False,Mi Gente
2022/08/04,ca,21,563516,Beyoncé,"dance pop, r&b, pop",273997,True,SUMMER RENAISSANCE
2019/06/20,at,35,88658,"Bonez MC, RAF Camora","hamburg hip hop, german hip hop",181971,True,500 PS
2015/07/09,be,10,57845,"Fifth Harmony, Kid Ink","pop rap, southern hip hop, girl group, talent show, pop, rap, uk pop, dance pop, trap, hip hop, post-teen pop",224573,False,Worth It (feat. Kid Ink)
2020/01/30,ch,171,41305,Maes,"rap francais, francoton, french hip hop, pop urbaine",208013,True,A côté de moi
2019/05/02,se,152,156865,"Julie Bergan, Benjamin Ingrosso","tropical house, norwegian pop, swedish pop",226449,False,I'll Be Fine Somehow (feat. Julie Bergan) - Recorded at Spotify Studios Stockholm
2015/12/31,ca,193,50324,Rae Sremmurd,"pop rap, mississippi hip hop, southern hip hop, melodic rap, trap, hip hop, rap",212946,True,Come Get Her
2015/01/25,ee,10,9803,"Ariana Grande, The Weeknd","canadian contemporary r&b, dance pop, pop, canadian pop",236133,False,Love Me Harder
2015/10/15,br,139,91891,a-ha,"new wave, new romantic, new wave pop, soft rock, synthpop, permanent wave",225280,False,Take on Me
2018/11/29,bg,192,3023,Linkin Park,"post-grunge, nu metal, rap metal, alternative metal",216880,False,In the End
2020/08/13,ph,76,298453,TWICE,"k-pop, k-pop girl group",199653,False,MORE & MORE
2019/02/28,gt,184,14016,Imagine Dragons,"modern rock, rock",187146,False,Thunder
2015/08/13,sv,42,4010,Fetty Wap,"pop rap, southern hip hop, pop, new jersey rap, dance pop, trap, rap",222093,True,Trap Queen
2020/07/16,cy,199,1720,"Khalid, Disclosure","pop r&b, pop, house, uk dance, edm",181436,False,Know Your Worth
2022/03/17,ph,19,863386,GAYLE,modern alternative pop,168601,True,abcdefu
2020/07/16,ca,91,362668,Juice WRLD,"melodic rap, chicago rap",240050,True,Robbery
2022/03/24,gr,40,87299,"SNIK, VLOSPA","greek hip hop, greek trap",160000,True,Moonwalk
2020/11/05,ua,163,12606,LSP,"russian pop, russian hip hop, belarusian hip hop, russian alt pop",168429,True,Ууу
2020/12/24,mx,88,1005763,Bad Bunny,"trap latino, reggaeton",169247,True,Si Estuviésemos Juntos
2018/05/17,hu,145,10336,Arctic Monkeys,"rock, sheffield indie, garage rock, modern rock, permanent wave",180013,True,The World's First Ever Monster Truck Front Flip
2020/01/23,hn,61,18450,"Sech, Darell","reggaeton flow, trap latino, latin hip hop, reggaeton, panamanian pop",225933,True,Otro Trago
2018/03/29,ni,195,2395,"The Weeknd, Daft Punk","pop, filter house, canadian pop, canadian contemporary r&b, electro",230453,True,Starboy
2021/08/19,cl,164,198515,"Lola Indigo, TINI, Belinda","pop, dance pop, pop argentino, post-teen pop, latin arena pop, latin pop, mexican pop",204414,False,La Niña de la Escuela
2021/01/21,vn,80,50169,Lewis Capaldi,"pop, uk pop",182160,False,Someone You Loved
2020/08/20,ec,47,78940,"J Balvin, Bad Bunny","reggaeton colombiano, reggaeton, trap latino",242573,False,LA CANCIÓN
2021/05/06,is,48,11061,"ATB, Topic, A7S","pop edm, trance, edm, german dance, electro house, pop dance, german trance, scandipop, tropical house, dance pop, german techno",150052,False,Your Love (9PM)
2017/11/02,dk,63,128740,HEDEGAARD,"scandipop, danish electronic",209047,False,Ready To Love You
2018/11/22,ee,87,5398,Anne-Marie,"pop, uk pop, pop dance, dance pop, tropical house, post-teen pop",186986,False,2002
2013/08/04,is,32,1039,JAY-Z,"hip hop, east coast hip hop, rap",189026,False,Tom Ford
2016/11/17,au,17,670945,Little Mix,"girl group, talent show, pop, uk pop, dance pop, post-teen pop",246240,False,Shout Out to My Ex
2018/06/07,nl,123,204175,"Clean Bandit, Julia Michaels","pop, uk funky, alt z, uk pop, pop dance, electropop, uk dance, dance pop, edm, tropical house, post-teen pop",205747,False,I Miss You (feat. Julia Michaels)
